Statistical indicator,Main commodities,Year,value
 Value(USD.thous), Edible meet offal (t),1997,503.2
 Value(USD.thous), Edible meet offal (t),1996,816.0
 Value(USD.thous), Edible meet offal (t),1995,472.3
 Value(USD.thous), Intestine (t),2024,1319.49
 Value(USD.thous), Intestine (t),2023,734.93
 Value(USD.thous), Intestine (t),2022,4457.03
 Value(USD.thous), Intestine (t),2021,799.81
 Value(USD.thous), Intestine (t),2020,1329.7
 Value(USD.thous), Intestine (t),2019,656.74
 Value(USD.thous), Intestine (t),2018,2388.34
 Value(USD.thous), Intestine (t),2017,1419.11
 Value(USD.thous), Intestine (t),2016,1648.72
 Value(USD.thous), Intestine (t),2015,2868.66
 Value(USD.thous), Intestine (t),2014,860.56
 Value(USD.thous), Intestine (t),2013,992.66
 Value(USD.thous), Intestine (t),2012,728.93
 Value(USD.thous), Intestine (t),2011,1197.85
 Value(USD.thous), Intestine (t),2010,
 Value(USD.thous), Intestine (t),2009,
 Value(USD.thous), Intestine (t),2008,
 Value(USD.thous), Intestine (t),2007,
 Value(USD.thous), Intestine (t),2006,1934.3
 Value(USD.thous), Intestine (t),2005,1817.9
 Value(USD.thous), Intestine (t),2004,1480.3
 Value(USD.thous), Intestine (t),2003,1338.8
 Value(USD.thous), Intestine (t),2002,1087.9
 Value(USD.thous), Intestine (t),2001,1366.7
 Value(USD.thous), Intestine (t),2000,646.4
 Value(USD.thous), Intestine (t),1999,540.5
 Value(USD.thous), Intestine (t),1998,591.8
 Value(USD.thous), Intestine (t),1997,501.3
 Value(USD.thous), Intestine (t),1996,1779.8
 Value(USD.thous), Intestine (t),1995,751.6
 Value(USD.thous), Small cattles gun (t),2024,13146.24
 Value(USD.thous), Small cattles gun (t),2023,11233.86
 Value(USD.thous), Small cattles gun (t),2022,15906.0
 Value(USD.thous), Small cattles gun (t),2021,15291.38
 Value(USD.thous), Small cattles gun (t),2020,8934.66
 Value(USD.thous), Small cattles gun (t),2019,8544.52
 Value(USD.thous), Small cattles gun (t),2018,8563.4
 Value(USD.thous), Small cattles gun (t),2017,6394.58
 Value(USD.thous), Small cattles gun (t),2016,6579.64
 Value(USD.thous), Small cattles gun (t),2015,8851.49
 Value(USD.thous), Small cattles gun (t),2014,7986.93
 Value(USD.thous), Small cattles gun (t),2013,11643.26
 Value(USD.thous), Small cattles gun (t),2012,10561.75
 Value(USD.thous), Small cattles gun (t),2011,11871.89
 Value(USD.thous), Small cattles gun (t),2010,8075.3
 Value(USD.thous), Small cattles gun (t),2009,5562.8
 Value(USD.thous), Small cattles gun (t),2008,5275.6
 Value(USD.thous), Small cattles gun (t),2007,4426.5
 Value(USD.thous), Small cattles gun (t),2006,4495.0
 Value(USD.thous), Small cattles gun (t),2005,6850.7
 Value(USD.thous), Small cattles gun (t),2004,6485.1
 Value(USD.thous), Small cattles gun (t),2003,4925.1
 Value(USD.thous), Small cattles gun (t),2002,4954.1
 Value(USD.thous), Small cattles gun (t),2001,4976.7
 Value(USD.thous), Small cattles gun (t),2000,4459.3
 Value(USD.thous), Small cattles gun (t),1999,3978.0
 Value(USD.thous), Small cattles gun (t),1998,4160.2
 Value(USD.thous), Small cattles gun (t),1997,3725.9
 Value(USD.thous), Small cattles gun (t),1996,3213.4
 Value(USD.thous), Small cattles gun (t),1995,2059.9
 Value(USD.thous), Antlers (t),2024,815.99
 Value(USD.thous), Antlers (t),2023,1549.67
 Value(USD.thous), Antlers (t),2022,815.53
 Value(USD.thous), Antlers (t),2021,1982.15
 Value(USD.thous), Antlers (t),2020,1034.0
 Value(USD.thous), Antlers (t),2019,1223.66
 Value(USD.thous), Antlers (t),2018,1405.77
 Value(USD.thous), Antlers (t),2017,1125.26
 Value(USD.thous), Antlers (t),2016,957.21
 Value(USD.thous), Antlers (t),2015,286.59
 Value(USD.thous), Antlers (t),2014,66.12
 Value(USD.thous), Antlers (t),2013,18.7
 Value(USD.thous), Antlers (t),2012,14.65
 Value(USD.thous), Antlers (t),2011,35.55
 Value(USD.thous), Antlers (t),2010,
 Value(USD.thous), Antlers (t),2009,9.3
 Value(USD.thous), Antlers (t),2008,
 Value(USD.thous), Antlers (t),2007,246.8
 Value(USD.thous), Antlers (t),2006,76.6
 Value(USD.thous), Antlers (t),2005,203.2
 Value(USD.thous), Antlers (t),2004,201.9
 Value(USD.thous), Antlers (t),2003,421.8
 Value(USD.thous), Antlers (t),2002,592.0
 Value(USD.thous), Antlers (t),2001,874.2
 Value(USD.thous), Antlers (t),2000,966.1
 Value(USD.thous), Antlers (t),1999,348.8
 Value(USD.thous), Antlers (t),1998,965.3
 Value(USD.thous), Antlers (t),1997,2419.5
 Value(USD.thous), Antlers (t),1996,2524.8
 Value(USD.thous), Antlers (t),1995,2989.8
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",2024,899385.7
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",2023,738016.29
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",2022,1127419.06
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",2021,1004519.99
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",2020,1787652.24
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",2019,418394.4
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",2018,144499.05
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",2017,595354.07
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",2016,758408.67
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",2015,420567.57
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",2014,405244.27
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",2013,309826.55
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",2012,122293.83
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",2011,109777.64
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",2010,178319.9
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",2009,308473.2
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",2008,599883.0
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",2007,234873.6
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",2006,270105.1
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",2005,331410.6
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",2004,243242.3
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",2003,139876.9
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",2002,119321.4
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",2001,681.5
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",2000,6058.0
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",1999,3088.2
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",1998,6543.0
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",1997,116970.5
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",1996,
 Value(USD.thous)," Gold, unwrought or in semi-manufactured forms (t)",1995,48634.6
 Value(USD.thous), Copper ores and concentrate (thous.t),2024,3319118.63
 Value(USD.thous), Copper ores and concentrate (thous.t),2023,2625686.37
 Value(USD.thous), Copper ores and concentrate (thous.t),2022,2734846.16
 Value(USD.thous), Copper ores and concentrate (thous.t),2021,2899857.3
 Value(USD.thous), Copper ores and concentrate (thous.t),2020,1778001.85
 Value(USD.thous), Copper ores and concentrate (thous.t),2019,1795868.37
 Value(USD.thous), Copper ores and concentrate (thous.t),2018,2012194.42
 Value(USD.thous), Copper ores and concentrate (thous.t),2017,1613117.29
 Value(USD.thous), Copper ores and concentrate (thous.t),2016,1607754.34
 Value(USD.thous), Copper ores and concentrate (thous.t),2015,2280135.31
 Value(USD.thous), Copper ores and concentrate (thous.t),2014,2574706.13
 Value(USD.thous), Copper ores and concentrate (thous.t),2013,948951.05
 Value(USD.thous), Copper ores and concentrate (thous.t),2012,838579.34
 Value(USD.thous), Copper ores and concentrate (thous.t),2011,968551.92
 Value(USD.thous), Copper ores and concentrate (thous.t),2010,770594.9
 Value(USD.thous), Copper ores and concentrate (thous.t),2009,501923.7
 Value(USD.thous), Copper ores and concentrate (thous.t),2008,835666.0
 Value(USD.thous), Copper ores and concentrate (thous.t),2007,811502.5
 Value(USD.thous), Copper ores and concentrate (thous.t),2006,635420.2
 Value(USD.thous), Copper ores and concentrate (thous.t),2005,326216.7
 Value(USD.thous), Copper ores and concentrate (thous.t),2004,284322.0
 Value(USD.thous), Copper ores and concentrate (thous.t),2003,163694.6
 Value(USD.thous), Copper ores and concentrate (thous.t),2002,140232.1
 Value(USD.thous), Copper ores and concentrate (thous.t),2001,147901.6
 Value(USD.thous), Copper ores and concentrate (thous.t),2000,160275.8
 Value(USD.thous), Copper ores and concentrate (thous.t),1999,119215.3
 Value(USD.thous), Copper ores and concentrate (thous.t),1998,124769.9
 Value(USD.thous), Copper ores and concentrate (thous.t),1997,211356.7
 Value(USD.thous), Copper ores and concentrate (thous.t),1996,205165.5
 Value(USD.thous), Copper ores and concentrate (thous.t),1995,268594.5
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),2024,96075.22
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),2023,120532.81
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),2022,87222.77
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),2021,82379.76
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),2020,40703.53
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),2019,49012.19
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),2018,49939.41
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),2017,37358.65
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),2016,26446.84
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),2015,29473.82
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),2014,35136.57
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),2013,29479.41
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),2012,38173.69
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),2011,46716.72
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),2010,51992.3
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),2009,50308.8
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),2008,82344.3
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),2007,75383.4
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),2006,47793.0
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),2005,46676.8
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),2004,20041.2
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),2003,15299.6
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),2002,10117.4
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),2001,4979.6
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),2000,6154.8
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),1999,9024.8
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),1998,12058.1
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),1997,15716.6
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),1996,14152.2
 Value(USD.thous), Molybdenium ores and concentrate (thous.t),1995,20287.2
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),2024,318530.76
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),2023,272368.92
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),2022,110496.69
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),2021,143953.03
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),2020,156322.98
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),2019,205536.95
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),2018,189857.6
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),2017,84218.41
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),2016,58969.76
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),2015,65487.01
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),2014,71516.29
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),2013,83265.44
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),2012,102507.29
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),2011,95464.61
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),2010,63195.6
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),2009,48223.9
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),2008,59197.2
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),2007,44942.9
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),2006,35065.6
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),2005,25820.5
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),2004,21872.3
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),2003,21057.4
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),2002,16955.8
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),2001,20194.6
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),2000,19356.2
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),1999,17013.8
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),1998,18446.8
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),1997,23492.5
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),1996,23157.9
 Value(USD.thous), Fluor spar ores and concentrate (thous.t),1995,19735.0
 Value(USD.thous), Tungsten ores and concentrates (t),2024,14007.66
 Value(USD.thous), Tungsten ores and concentrates (t),2023,7074.74
 Value(USD.thous), Tungsten ores and concentrates (t),2022,5363.71
 Value(USD.thous), Tungsten ores and concentrates (t),2021,2798.95
 Value(USD.thous), Tungsten ores and concentrates (t),2020,712.12
 Value(USD.thous), Tungsten ores and concentrates (t),2019,6502.18
 Value(USD.thous), Tungsten ores and concentrates (t),2018,8824.19
 Value(USD.thous), Tungsten ores and concentrates (t),2017,8078.6
 Value(USD.thous), Tungsten ores and concentrates (t),2016,10514.57
 Value(USD.thous), Tungsten ores and concentrates (t),2015,13546.11
 Value(USD.thous), Tungsten ores and concentrates (t),2014,19588.59
 Value(USD.thous), Tungsten ores and concentrates (t),2013,6850.12
 Value(USD.thous), Tungsten ores and concentrates (t),2012,2634.35
 Value(USD.thous), Tungsten ores and concentrates (t),2011,2197.44
 Value(USD.thous), Tungsten ores and concentrates (t),2010,
 Value(USD.thous), Tungsten ores and concentrates (t),2009,2150.6
 Value(USD.thous), Tungsten ores and concentrates (t),2008,2628.1
 Value(USD.thous), Tungsten ores and concentrates (t),2007,3204.6
 Value(USD.thous), Tungsten ores and concentrates (t),2006,1244.0
 Value(USD.thous), Tungsten ores and concentrates (t),2005,358.1
 Value(USD.thous), Tungsten ores and concentrates (t),2004,195.3
 Value(USD.thous), Tungsten ores and concentrates (t),2003,28.4
 Value(USD.thous), Tungsten ores and concentrates (t),2002,66.6
 Value(USD.thous), Tungsten ores and concentrates (t),2001,151.1
 Value(USD.thous), Tungsten ores and concentrates (t),2000,150.3
 Value(USD.thous), Tungsten ores and concentrates (t),1999,96.6
 Value(USD.thous), Tungsten ores and concentrates (t),1998,107.6
 Value(USD.thous), Tungsten ores and concentrates (t),1997,278.1
 Value(USD.thous), Tungsten ores and concentrates (t),1996,24.0
 Value(USD.thous), Tungsten ores and concentrates (t),1995,145.2
 Value(USD.thous), Iron ores & concentrates (thous.t),2024,597565.42
 Value(USD.thous), Iron ores & concentrates (thous.t),2023,444744.11
 Value(USD.thous), Iron ores & concentrates (thous.t),2022,391046.62
 Value(USD.thous), Iron ores & concentrates (thous.t),2021,952200.13
 Value(USD.thous), Iron ores & concentrates (thous.t),2020,640000.26
 Value(USD.thous), Iron ores & concentrates (thous.t),2019,576412.27
 Value(USD.thous), Iron ores & concentrates (thous.t),2018,342186.13
 Value(USD.thous), Iron ores & concentrates (thous.t),2017,313363.1
 Value(USD.thous), Iron ores & concentrates (thous.t),2016,249890.54
 Value(USD.thous), Iron ores & concentrates (thous.t),2015,227199.72
 Value(USD.thous), Iron ores & concentrates (thous.t),2014,446378.14
 Value(USD.thous), Iron ores & concentrates (thous.t),2013,654332.97
 Value(USD.thous), Iron ores & concentrates (thous.t),2012,532508.77
 Value(USD.thous), Iron ores & concentrates (thous.t),2011,441515.05
 Value(USD.thous), Iron ores & concentrates (thous.t),2010,250942.3
 Value(USD.thous), Iron ores & concentrates (thous.t),2009,88769.5
 Value(USD.thous), Iron ores & concentrates (thous.t),2008,92284.7
 Value(USD.thous), Iron ores & concentrates (thous.t),2007,16496.1
 Value(USD.thous), Iron ores & concentrates (thous.t),2006,11477.7
 Value(USD.thous), Iron ores & concentrates (thous.t),2005,4782.2
 Value(USD.thous), Iron ores & concentrates (thous.t),2004,614.6
 Value(USD.thous), Iron ores & concentrates (thous.t),2003,0.4
 Value(USD.thous), Iron ores & concentrates (thous.t),2002,3.0
 Value(USD.thous), Iron ores & concentrates (thous.t),2001,
 Value(USD.thous), Iron ores & concentrates (thous.t),2000,
 Value(USD.thous), Iron ores & concentrates (thous.t),1999,
 Value(USD.thous), Iron ores & concentrates (thous.t),1998,
 Value(USD.thous), Iron ores & concentrates (thous.t),1997,
 Value(USD.thous), Iron ores & concentrates (thous.t),1996,
 Value(USD.thous), Iron ores & concentrates (thous.t),1995,0.0
 Value(USD.thous), Zincum concentrate (thous.t),2024,183265.16
 Value(USD.thous), Zincum concentrate (thous.t),2023,219990.98
 Value(USD.thous), Zincum concentrate (thous.t),2022,283313.73
 Value(USD.thous), Zincum concentrate (thous.t),2021,176417.75
 Value(USD.thous), Zincum concentrate (thous.t),2020,167680.5
 Value(USD.thous), Zincum concentrate (thous.t),2019,189004.61
 Value(USD.thous), Zincum concentrate (thous.t),2018,197806.39
 Value(USD.thous), Zincum concentrate (thous.t),2017,180809.22
 Value(USD.thous), Zincum concentrate (thous.t),2016,145412.74
 Value(USD.thous), Zincum concentrate (thous.t),2015,101658.49
 Value(USD.thous), Zincum concentrate (thous.t),2014,113167.26
 Value(USD.thous), Zincum concentrate (thous.t),2013,119084.65
 Value(USD.thous), Zincum concentrate (thous.t),2012,130830.0
 Value(USD.thous), Zincum concentrate (thous.t),2011,143187.53
 Value(USD.thous), Zincum concentrate (thous.t),2010,134135.3
 Value(USD.thous), Zincum concentrate (thous.t),2009,122494.3
 Value(USD.thous), Zincum concentrate (thous.t),2008,154617.4
 Value(USD.thous), Zincum concentrate (thous.t),2007,175919.0
 Value(USD.thous), Zincum concentrate (thous.t),2006,91140.4
 Value(USD.thous), Zincum concentrate (thous.t),2005,10219.4
 Value(USD.thous), Zincum concentrate (thous.t),2004,0.1
 Value(USD.thous), Zincum concentrate (thous.t),2003,
 Value(USD.thous), Zincum concentrate (thous.t),2002,0.1
 Value(USD.thous), Zincum concentrate (thous.t),2001,
 Value(USD.thous), Zincum concentrate (thous.t),2000,
 Value(USD.thous), Zincum concentrate (thous.t),1999,
 Value(USD.thous), Zincum concentrate (thous.t),1998,
 Value(USD.thous), Zincum concentrate (thous.t),1997,
 Value(USD.thous), Zincum concentrate (thous.t),1996,
 Value(USD.thous), Zincum concentrate (thous.t),1995,0.4
 Value(USD.thous), Refined copper & copper alloys (t),2024,116694.93
 Value(USD.thous), Refined copper & copper alloys (t),2023,102537.65
 Value(USD.thous), Refined copper & copper alloys (t),2022,82584.13
 Value(USD.thous), Refined copper & copper alloys (t),2021,88548.55
 Value(USD.thous), Refined copper & copper alloys (t),2020,59319.46
 Value(USD.thous), Refined copper & copper alloys (t),2019,68903.86
 Value(USD.thous), Refined copper & copper alloys (t),2018,82449.12
 Value(USD.thous), Refined copper & copper alloys (t),2017,92734.62
 Value(USD.thous), Refined copper & copper alloys (t),2016,74188.5
 Value(USD.thous), Refined copper & copper alloys (t),2015,66674.57
 Value(USD.thous), Refined copper & copper alloys (t),2014,41925.29
 Value(USD.thous), Refined copper & copper alloys (t),2013,16136.06
 Value(USD.thous), Refined copper & copper alloys (t),2012,16647.22
 Value(USD.thous), Refined copper & copper alloys (t),2011,21027.94
 Value(USD.thous), Refined copper & copper alloys (t),2010,20357.2
 Value(USD.thous), Refined copper & copper alloys (t),2009,11850.0
 Value(USD.thous), Refined copper & copper alloys (t),2008,18526.2
 Value(USD.thous), Refined copper & copper alloys (t),2007,22064.4
 Value(USD.thous), Refined copper & copper alloys (t),2006,16201.9
 Value(USD.thous), Refined copper & copper alloys (t),2005,8471.4
 Value(USD.thous), Refined copper & copper alloys (t),2004,6906.8
 Value(USD.thous), Refined copper & copper alloys (t),2003,2377.7
 Value(USD.thous), Refined copper & copper alloys (t),2002,2330.3
 Value(USD.thous), Refined copper & copper alloys (t),2001,2161.4
 Value(USD.thous), Refined copper & copper alloys (t),2000,1228.9
 Value(USD.thous), Refined copper & copper alloys (t),1999,2411.7
 Value(USD.thous), Refined copper & copper alloys (t),1998,3599.3
 Value(USD.thous), Refined copper & copper alloys (t),1997,6374.8
 Value(USD.thous), Refined copper & copper alloys (t),1996,1.1
 Value(USD.thous), Refined copper & copper alloys (t),1995,33.6
 Value(USD.thous), Iron scrap (t),2024,0.0
 Value(USD.thous), Iron scrap (t),2023,36.0
 Value(USD.thous), Iron scrap (t),2022,144.0
 Value(USD.thous), Iron scrap (t),2021,236.36
 Value(USD.thous), Iron scrap (t),2020,208.32
 Value(USD.thous), Iron scrap (t),2019,211.2
 Value(USD.thous), Iron scrap (t),2018,309.59
 Value(USD.thous), Iron scrap (t),2017,322.93
 Value(USD.thous), Iron scrap (t),2016,285.61
 Value(USD.thous), Iron scrap (t),2015,315.22
 Value(USD.thous), Iron scrap (t),2014,343.94
 Value(USD.thous), Iron scrap (t),2013,412.86
 Value(USD.thous), Iron scrap (t),2012,384.42
 Value(USD.thous), Iron scrap (t),2011,512.92
 Value(USD.thous), Iron scrap (t),2010,313.9
 Value(USD.thous), Iron scrap (t),2009,139.9
 Value(USD.thous), Iron scrap (t),2008,350.6
 Value(USD.thous), Iron scrap (t),2007,997.6
 Value(USD.thous), Iron scrap (t),2006,2700.2
 Value(USD.thous), Iron scrap (t),2005,787.2
 Value(USD.thous), Iron scrap (t),2004,2895.9
 Value(USD.thous), Iron scrap (t),2003,962.2
 Value(USD.thous), Iron scrap (t),2002,600.2
 Value(USD.thous), Iron scrap (t),2001,1478.2
 Value(USD.thous), Iron scrap (t),2000,1781.6
 Value(USD.thous), Iron scrap (t),1999,1703.1
 Value(USD.thous), Iron scrap (t),1998,4206.5
 Value(USD.thous), Iron scrap (t),1997,9491.0
 Value(USD.thous), Iron scrap (t),1996,8632.8
 Value(USD.thous), Iron scrap (t),1995,6272.3
 Value(USD.thous), Plumbum (t),2024,0.0
 Value(USD.thous), Plumbum (t),2023,0.0
 Value(USD.thous), Plumbum (t),2022,0.0
 Value(USD.thous), Plumbum (t),2021,0.0
 Value(USD.thous), Plumbum (t),2020,0.0
 Value(USD.thous), Plumbum (t),2019,0.0
 Value(USD.thous), Plumbum (t),2018,0.0
 Value(USD.thous), Plumbum (t),2017,0.0
 Value(USD.thous), Plumbum (t),2016,0.0
 Value(USD.thous), Plumbum (t),2015,699.99
 Value(USD.thous), Plumbum (t),2014,404.21
 Value(USD.thous), Plumbum (t),2013,455.82
 Value(USD.thous), Plumbum (t),2012,11.0
 Value(USD.thous), Plumbum (t),2011,277.41
 Value(USD.thous), Plumbum (t),2010,
 Value(USD.thous), Plumbum (t),2009,64.8
 Value(USD.thous), Plumbum (t),2008,43.0
 Value(USD.thous), Plumbum (t),2007,261.4
 Value(USD.thous), Plumbum (t),2006,435.2
 Value(USD.thous), Plumbum (t),2005,144.5
 Value(USD.thous), Plumbum (t),2004,1619.6
 Value(USD.thous), Plumbum (t),2003,804.4
 Value(USD.thous), Plumbum (t),2002,253.2
 Value(USD.thous), Plumbum (t),2001,218.6
 Value(USD.thous), Plumbum (t),2000,346.9
 Value(USD.thous), Plumbum (t),1999,526.7
 Value(USD.thous), Plumbum (t),1998,199.9
 Value(USD.thous), Plumbum (t),1997,354.4
 Value(USD.thous), Plumbum (t),1996,376.5
 Value(USD.thous), Plumbum (t),1995,61.0
 Value(USD.thous), Sheep skin (thous.pcs),2024,0.0
 Value(USD.thous), Sheep skin (thous.pcs),2023,0.0
 Value(USD.thous), Sheep skin (thous.pcs),2022,14.78
 Value(USD.thous), Sheep skin (thous.pcs),2021,0.0
 Value(USD.thous), Sheep skin (thous.pcs),2020,0.0
 Value(USD.thous), Sheep skin (thous.pcs),2019,0.0
 Value(USD.thous), Sheep skin (thous.pcs),2018,0.0
 Value(USD.thous), Sheep skin (thous.pcs),2017,0.0
 Value(USD.thous), Sheep skin (thous.pcs),2016,0.0
